Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz          Fx_hydro          Fy_hydro          Fz_hydro         RFx_hydro         RFy_hydro         RFz_hydro           Fx_coll           Fy_coll           Fz_coll
  0.421229720E-01   0.500000000E-01   0.500000000E-01   0.126979757E+00   0.156078276E-16   0.140897455E-16  -0.216711074E-01   0.217730171E-14  -0.365453265E-14   0.117195248E-14  -0.240787843E-16  -0.778864664E-17  -0.745944938E-03  -0.276340050E-19   0.175490189E-19   0.140080408E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.426772216E-01   0.500000000E-01   0.500000000E-01   0.126967689E+00   0.171876311E-16   0.986288478E-17  -0.218756848E-01   0.203529147E-14  -0.355666802E-14   0.105870534E-14   0.564141528E-17  -0.150939513E-16  -0.730538066E-03  -0.114100413E-19   0.786309083E-20  -0.909902301E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.432314712E-01   0.500000000E-01   0.500000000E-01   0.126955514E+00   0.269762211E-16   0.495643984E-17  -0.220588068E-01   0.219373630E-14  -0.423563581E-14   0.805984368E-15   0.349546656E-16  -0.175207196E-16  -0.653921299E-03   0.127305048E-19  -0.545527566E-19  -0.203052724E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.437857209E-01   0.500000000E-01   0.500000000E-01   0.126943238E+00   0.333071141E-16   0.286197696E-17  -0.222402249E-01   0.242094422E-14  -0.459264502E-14   0.892617958E-15   0.226073667E-16  -0.747924360E-17  -0.647836614E-03   0.182553852E-19  -0.286844783E-19   0.696071495E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.443399705E-01   0.500000000E-01   0.500000000E-01   0.126930854E+00   0.306998642E-16  -0.581001103E-17  -0.224461781E-01   0.239537702E-14  -0.423631513E-14   0.103238438E-14  -0.931038553E-17  -0.309673239E-16  -0.735450735E-03  -0.205423832E-20   0.286298970E-19   0.112297576E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.448942201E-01   0.500000000E-01   0.500000000E-01   0.126918355E+00   0.246034054E-16  -0.147908259E-16  -0.226550859E-01   0.234883212E-14  -0.425895367E-14   0.126460618E-14  -0.217702117E-16  -0.320701323E-16  -0.746001536E-03  -0.373972407E-20  -0.181892964E-20   0.186582337E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.454484698E-01   0.500000000E-01   0.500000000E-01   0.126905743E+00   0.229115884E-16  -0.211203838E-16  -0.228573883E-01   0.253213572E-14  -0.449826290E-14   0.112669005E-14  -0.604141132E-17  -0.226025995E-16  -0.722413921E-03   0.147278219E-19  -0.192276845E-19  -0.110810933E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.460027194E-01   0.500000000E-01   0.500000000E-01   0.126893018E+00  -0.274674639E-17  -0.302923467E-16  -0.230591562E-01   0.286063366E-14  -0.465017836E-14   0.108597336E-14  -0.916248921E-16  -0.327527141E-16  -0.720504857E-03   0.263936939E-19  -0.122058921E-19  -0.327144798E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.465569690E-01   0.500000000E-01   0.500000000E-01   0.126880183E+00  -0.273632767E-16  -0.388475680E-16  -0.232565691E-01   0.321327471E-14  -0.473926349E-14   0.130238184E-14  -0.879046498E-16  -0.305503549E-16  -0.704953688E-03   0.283335112E-19  -0.715768756E-20   0.173876867E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.471112187E-01   0.500000000E-01   0.500000000E-01   0.126867239E+00  -0.129042995E-16  -0.399033902E-16  -0.234493131E-01   0.286925979E-14  -0.448485759E-14   0.123404450E-14   0.516324321E-16  -0.377029895E-17  -0.688281118E-03  -0.276404305E-19   0.204406505E-19  -0.549067271E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.476654683E-01   0.500000000E-01   0.500000000E-01   0.126854190E+00   0.124359531E-16  -0.392319723E-16  -0.236409492E-01   0.215010080E-14  -0.459458197E-14   0.102454662E-14   0.904890332E-16   0.239760665E-17  -0.684325132E-03  -0.577819839E-19  -0.881598160E-20  -0.168324439E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.482197179E-01   0.500000000E-01   0.500000000E-01   0.126841034E+00   0.253441537E-16  -0.354702165E-16  -0.238316136E-01   0.175606583E-14  -0.466967654E-14   0.829913287E-15   0.460946706E-16   0.134330801E-16  -0.680854940E-03  -0.316593727E-19  -0.603359344E-20  -0.156381276E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.487739676E-01   0.500000000E-01   0.500000000E-01   0.126827772E+00   0.397832631E-16  -0.272931958E-16  -0.240230434E-01   0.183685464E-14  -0.418975013E-14   0.753985540E-15   0.515614852E-16   0.291998154E-16  -0.683588128E-03   0.649110725E-20   0.385604576E-19  -0.610053682E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.493282172E-01   0.500000000E-01   0.500000000E-01   0.126814404E+00   0.577841571E-16  -0.285871257E-16  -0.242156936E-01   0.180534374E-14  -0.356062618E-14   0.752591396E-15   0.642804759E-16  -0.462057219E-17  -0.687946042E-03  -0.253179410E-20   0.505479743E-19  -0.112014717E-21   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.498824668E-01   0.500000000E-01   0.500000000E-01   0.126800929E+00   0.539261510E-16  -0.324982646E-16  -0.244084166E-01   0.146842571E-14  -0.255032276E-14   0.908803674E-15  -0.137767861E-16  -0.139665215E-16  -0.688206316E-03  -0.270702203E-19   0.811744498E-19   0.125511263E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.504367164E-01   0.500000000E-01   0.500000000E-01   0.126787347E+00   0.350531282E-16  -0.280535460E-16  -0.246023733E-01   0.146859718E-14  -0.235546286E-14   0.945783231E-15  -0.673948135E-16   0.158719133E-16  -0.692611469E-03   0.137773985E-22   0.156563321E-19   0.297118193E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.509909661E-01   0.500000000E-01   0.500000000E-01   0.126773662E+00   0.137758829E-16  -0.227947156E-16  -0.247780160E-01   0.201006130E-14  -0.242054965E-14   0.122291492E-14  -0.759801958E-16   0.187790741E-16  -0.627213160E-03   0.435048043E-19  -0.522950295E-20   0.222665908E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.515452157E-01   0.500000000E-01   0.500000000E-01   0.126759881E+00  -0.617661910E-17  -0.233005855E-16  -0.249528860E-01   0.250901536E-14  -0.196543127E-14   0.171921970E-14  -0.712495905E-16  -0.180644136E-17  -0.624454003E-03   0.400892649E-19   0.365672168E-19   0.398764044E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.520994653E-01   0.500000000E-01   0.500000000E-01   0.126745996E+00  -0.178570226E-16  -0.238003141E-16  -0.251505347E-01   0.278642583E-14  -0.172495436E-14   0.195692340E-14  -0.417102560E-16  -0.178451099E-17  -0.705795570E-03   0.222889895E-19   0.193215041E-19   0.190986850E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.526537150E-01   0.500000000E-01   0.500000000E-01   0.126732000E+00  -0.746174516E-17  -0.230296774E-16  -0.253532607E-01   0.260973097E-14  -0.144679047E-14   0.202405369E-14   0.371211220E-16   0.275191309E-17  -0.723926410E-03  -0.141968320E-19   0.223495241E-19   0.539369091E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.532079646E-01   0.500000000E-01   0.500000000E-01   0.126717894E+00   0.140946088E-16  -0.250491389E-16  -0.255488057E-01   0.196092993E-14  -0.862560622E-15   0.241641200E-14   0.769768821E-16  -0.721141662E-17  -0.698283284E-03  -0.521289619E-19   0.469408850E-19   0.315246583E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.537622142E-01   0.500000000E-01   0.500000000E-01   0.126703680E+00   0.289509357E-16  -0.272940073E-16  -0.257402709E-01   0.180513812E-14  -0.937380247E-15   0.289099980E-14   0.530513518E-16  -0.801633554E-17  -0.683714898E-03  -0.125173429E-19  -0.601150285E-20   0.381315194E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.543164639E-01   0.500000000E-01   0.500000000E-01   0.126689372E+00   0.373409471E-16  -0.219097985E-16  -0.258889489E-01   0.194376618E-14  -0.129475973E-14   0.283879206E-14   0.299603968E-16   0.192267953E-16  -0.530923099E-03   0.111382945E-19  -0.287142281E-19  -0.419471475E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.548707135E-01   0.500000000E-01   0.500000000E-01   0.126674985E+00   0.451280062E-16  -0.238840075E-16  -0.260270502E-01   0.194039189E-14  -0.121297755E-14   0.268854151E-14   0.278072781E-16  -0.704982171E-17  -0.493154148E-03  -0.271112768E-21   0.657092031E-20  -0.120721223E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.554249631E-01   0.500000000E-01   0.500000000E-01   0.126660516E+00   0.526719477E-16  -0.307466654E-16  -0.261857334E-01   0.154466349E-14  -0.792211330E-15   0.261419504E-14   0.269391149E-16  -0.245062782E-16  -0.566651308E-03  -0.317954342E-19   0.338071375E-19  -0.597348599E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.559792128E-01   0.500000000E-01   0.500000000E-01   0.126645958E+00   0.239881625E-16  -0.323402749E-16  -0.263443993E-01   0.953114647E-15  -0.379221628E-15   0.242114290E-14  -0.102428655E-15  -0.569071636E-17  -0.566589793E-03  -0.475289413E-19   0.331823208E-19  -0.155110846E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.565334624E-01   0.500000000E-01   0.500000000E-01   0.126631311E+00  -0.233257807E-16  -0.262253176E-16  -0.265102058E-01   0.678546118E-15  -0.220617704E-15   0.215018361E-14  -0.168956208E-15   0.218362692E-16  -0.592088262E-03  -0.220606493E-19   0.127432869E-19  -0.217706593E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.570877120E-01   0.500000000E-01   0.500000000E-01   0.126616568E+00  -0.213579541E-16  -0.160977995E-16  -0.266899707E-01   0.379231281E-15   0.174203810E-16   0.232126036E-14   0.702703064E-17   0.361649640E-16  -0.641933457E-03  -0.240489311E-19   0.191255521E-19   0.137454363E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.576419617E-01   0.500000000E-01   0.500000000E-01   0.126601723E+00  -0.115134835E-16  -0.216922242E-16  -0.268772405E-01  -0.127210536E-15  -0.227272178E-15   0.270233847E-14   0.351542126E-16  -0.199774679E-16  -0.668732949E-03  -0.406908810E-19  -0.196602165E-19   0.306183329E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.581962113E-01   0.500000000E-01   0.500000000E-01   0.126586778E+00   0.207378425E-18  -0.293572711E-16  -0.270521271E-01  -0.527358620E-15  -0.940647863E-15   0.249178625E-14   0.418547314E-16  -0.273715773E-16  -0.624512974E-03  -0.321505402E-19  -0.573173148E-19  -0.169171564E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.587504609E-01   0.500000000E-01   0.500000000E-01   0.126571735E+00   0.166489617E-16  -0.337893171E-16  -0.272289077E-01  -0.630266680E-15  -0.970176654E-15   0.228639968E-14   0.587122393E-16  -0.158266601E-16  -0.631276534E-03  -0.826831332E-20  -0.237253808E-20  -0.165021138E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.593047105E-01   0.500000000E-01   0.500000000E-01   0.126556595E+00   0.116267166E-17  -0.345729817E-16  -0.274060568E-01  -0.736098540E-15  -0.339868509E-15   0.252410326E-14  -0.553009251E-16  -0.279843493E-17  -0.632592558E-03  -0.850323077E-20   0.506431199E-19   0.190986762E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.598589602E-01   0.500000000E-01   0.500000000E-01   0.126541353E+00  -0.158814510E-16  -0.364514639E-16  -0.275918368E-01  -0.974049308E-15  -0.354272536E-15   0.274725852E-14  -0.608638837E-16  -0.670798514E-17  -0.663412778E-03  -0.191185365E-19  -0.115731470E-20   0.179297673E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.604132098E-01   0.500000000E-01   0.500000000E-01   0.126526009E+00  -0.164491252E-17  -0.400144384E-16  -0.277779563E-01  -0.110238549E-14  -0.104230082E-14   0.263295675E-14   0.508381123E-16  -0.127232401E-16  -0.664625535E-03  -0.103113764E-19  -0.552807375E-19  -0.918375906E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.609674594E-01   0.500000000E-01   0.500000000E-01   0.126510564E+00   0.139172074E-16  -0.380391535E-16  -0.279562423E-01  -0.905781882E-15  -0.100236299E-14   0.215009837E-14   0.555717109E-16   0.705366372E-17  -0.636652152E-03   0.157964323E-19   0.320886945E-20  -0.387960317E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.615217091E-01   0.500000000E-01   0.500000000E-01   0.126495020E+00  -0.634892410E-17  -0.406499898E-16  -0.281315282E-01  -0.278526208E-15  -0.301955709E-15   0.136720794E-14  -0.723695490E-16  -0.932319271E-17  -0.625939092E-03   0.503978643E-19   0.562753475E-19  -0.629025886E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.620759587E-01   0.500000000E-01   0.500000000E-01   0.126479381E+00  -0.254441863E-16  -0.395471693E-16  -0.283039744E-01  -0.631803802E-16  -0.269558971E-15   0.489331973E-15  -0.681884212E-16   0.393812836E-17  -0.615798334E-03   0.173023063E-19   0.260296796E-20  -0.705343544E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.626302083E-01   0.500000000E-01   0.500000000E-01   0.126463646E+00  -0.362322506E-16  -0.396175738E-16  -0.284746329E-01  -0.256449938E-15  -0.166557316E-15   0.363328345E-15  -0.385237484E-16  -0.251411707E-18  -0.609414607E-03  -0.155285529E-19   0.827583333E-20  -0.101239638E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.631844580E-01   0.500000000E-01   0.500000000E-01   0.126447821E+00  -0.405273850E-16  -0.474422491E-16  -0.286277524E-01  -0.114026591E-15  -0.309639553E-15   0.726906200E-15  -0.153377538E-16  -0.279416040E-16  -0.546783734E-03   0.114432325E-19  -0.114961720E-19   0.292122466E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.637387076E-01   0.500000000E-01   0.500000000E-01   0.126431912E+00  -0.268899879E-16  -0.476193994E-16  -0.287800925E-01  -0.296365193E-16  -0.978464881E-15   0.760301198E-15   0.486986021E-16  -0.632596703E-18  -0.544000480E-03   0.678045581E-20  -0.537378448E-19   0.268317470E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.642929572E-01   0.500000000E-01   0.500000000E-01   0.126415913E+00  -0.153970448E-16  -0.481117147E-16  -0.289542110E-01  -0.269286702E-15  -0.114271415E-14   0.470576630E-15   0.410408423E-16  -0.175803842E-17  -0.621770366E-03  -0.192550787E-19  -0.131968710E-19  -0.232783856E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.648472069E-01   0.500000000E-01   0.500000000E-01   0.126399818E+00  -0.172106450E-16  -0.539558230E-16  -0.291246092E-01  -0.291844112E-15  -0.900746433E-15   0.198141321E-15  -0.647629412E-17  -0.208690780E-16  -0.608484998E-03  -0.181241128E-20   0.194412845E-19  -0.218892523E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.654014565E-01   0.500000000E-01   0.500000000E-01   0.126383630E+00  -0.238505742E-16  -0.529825703E-16  -0.292895416E-01  -0.422115051E-15  -0.950352410E-15   0.154050843E-15  -0.237109229E-16   0.347544654E-17  -0.588967114E-03  -0.104668278E-19  -0.398567188E-20  -0.354252022E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.659557061E-01   0.500000000E-01   0.500000000E-01   0.126367349E+00  -0.263792997E-16  -0.407707183E-16  -0.294601873E-01  -0.388215222E-15  -0.122145257E-14   0.572026590E-15  -0.902997824E-17   0.436080372E-16  -0.609369085E-03   0.272373621E-20  -0.217819775E-19   0.335829324E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.665099558E-01   0.500000000E-01   0.500000000E-01   0.126350972E+00   0.101754829E-16  -0.338185373E-16  -0.296335970E-01   0.372712307E-17  -0.152180923E-14   0.990424005E-15   0.130535674E-15   0.248259618E-16  -0.619239193E-03   0.314912370E-19  -0.241326383E-19   0.336168121E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.670642054E-01   0.500000000E-01   0.500000000E-01   0.126334501E+00   0.545647656E-16  -0.348654528E-16  -0.298014978E-01   0.201773190E-15  -0.182857212E-14   0.118680187E-14   0.158512362E-15  -0.373849346E-17  -0.599567024E-03   0.159123292E-19  -0.246473565E-19   0.157782952E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.676184550E-01   0.500000000E-01   0.500000000E-01   0.126317936E+00   0.650981148E-16  -0.299034649E-16  -0.299754723E-01   0.494859348E-15  -0.192003799E-14   0.106153605E-14   0.376141710E-16   0.177190612E-16  -0.621255977E-03   0.235484779E-19  -0.734897280E-20  -0.100646835E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.681727046E-01   0.500000000E-01   0.500000000E-01   0.126301273E+00   0.867627798E-16  -0.224252775E-16  -0.301506186E-01   0.561842713E-15  -0.197186689E-14   0.902535041E-15   0.773636561E-16   0.267043096E-16  -0.625440274E-03   0.538188604E-20  -0.416427618E-20  -0.127751916E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.687269543E-01   0.500000000E-01   0.500000000E-01   0.126284516E+00   0.102759320E-15  -0.267330858E-16  -0.303164150E-01   0.535186496E-15  -0.186812057E-14   0.118968148E-14   0.571230083E-16  -0.153830120E-16  -0.592052399E-03  -0.214173654E-20   0.833566496E-20   0.230712416E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.692812039E-01   0.500000000E-01   0.500000000E-01   0.126267668E+00   0.958884723E-16  -0.384314346E-16  -0.304798902E-01   0.711338402E-15  -0.215364818E-14   0.142474927E-14  -0.245355236E-16  -0.417743381E-16  -0.583763406E-03   0.141532077E-19  -0.229411745E-19   0.188868991E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.698354535E-01   0.500000000E-01   0.500000000E-01   0.126250730E+00   0.961312756E-16  -0.402000901E-16  -0.306406247E-01   0.705348660E-15  -0.201522159E-14   0.102949672E-14   0.867041001E-18  -0.631579839E-17  -0.573976566E-03  -0.481255422E-21   0.111221068E-19  -0.317572003E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.703897032E-01   0.500000000E-01   0.500000000E-01   0.126233703E+00   0.119845584E-15  -0.423387207E-16  -0.307995551E-01   0.368202766E-15  -0.114701051E-14   0.172388779E-15   0.846828502E-16  -0.763696479E-17  -0.567533973E-03  -0.270885281E-19   0.697578129E-19  -0.688657140E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.709439528E-01   0.500000000E-01   0.500000000E-01   0.126216589E+00   0.133258985E-15  -0.559927235E-16  -0.309573172E-01  -0.248151057E-16  -0.642640266E-15  -0.393858864E-15   0.478987234E-16  -0.487579003E-16  -0.563362284E-03  -0.315776520E-19   0.405244375E-19  -0.454960760E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.714982024E-01   0.500000000E-01   0.500000000E-01   0.126199387E+00   0.134499775E-15  -0.676859935E-16  -0.311146103E-01  -0.284799271E-16  -0.863656867E-15  -0.735346032E-15   0.443081093E-17  -0.417562016E-16  -0.561687559E-03  -0.294455959E-21  -0.177579337E-19  -0.274373348E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.720524521E-01   0.500000000E-01   0.500000000E-01   0.126182099E+00   0.134974650E-15  -0.768964822E-16  -0.312710770E-01   0.272527795E-15  -0.119431463E-14  -0.767840255E-15   0.169576061E-17  -0.328902887E-16  -0.558736311E-03   0.241849487E-19  -0.265672289E-19  -0.261080049E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.726067017E-01   0.500000000E-01   0.500000000E-01   0.126164724E+00   0.110640439E-15  -0.796815175E-16  -0.314270948E-01   0.481134717E-15  -0.102010658E-14  -0.702713378E-15  -0.868964993E-16  -0.994525014E-17  -0.557133423E-03   0.167608581E-19   0.139970258E-19   0.523272352E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.731609513E-01   0.500000000E-01   0.500000000E-01   0.126147262E+00   0.955561653E-16  -0.727004676E-16  -0.315822978E-01   0.308641692E-15  -0.134243979E-14  -0.591095246E-15  -0.538653417E-16   0.249290511E-16  -0.554223508E-03  -0.138592291E-19  -0.258983799E-19   0.896813800E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.737152010E-01   0.500000000E-01   0.500000000E-01   0.126129716E+00   0.894540329E-16  -0.637432253E-16  -0.317309508E-01   0.348181328E-15  -0.150189737E-14  -0.351072677E-15  -0.217904720E-16   0.319859557E-16  -0.530833890E-03   0.317687561E-20  -0.128118754E-19   0.192849987E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.742694506E-01   0.500000000E-01   0.500000000E-01   0.126112088E+00   0.721788734E-16  -0.601902980E-16  -0.318802770E-01   0.573635245E-15  -0.130434404E-14  -0.616972061E-15  -0.616889070E-16   0.126873620E-16  -0.533238094E-03   0.181144569E-19   0.158727401E-19  -0.213641129E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.748237002E-01   0.500000000E-01   0.500000000E-01   0.126094379E+00   0.716515025E-16  -0.643382948E-16  -0.320225676E-01   0.488569515E-15  -0.155926545E-14  -0.938639882E-15  -0.188322045E-17  -0.148123314E-16  -0.508114001E-03  -0.683474265E-20  -0.204820699E-19  -0.258449176E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.753779499E-01   0.500000000E-01   0.500000000E-01   0.126076590E+00   0.887122567E-16  -0.693352739E-16  -0.321677486E-01   0.653198615E-15  -0.197954379E-14  -0.921480215E-15   0.609232741E-16  -0.178440137E-16  -0.518435523E-03   0.132273894E-19  -0.337679383E-19   0.137872104E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.759321995E-01   0.500000000E-01   0.500000000E-01   0.126058716E+00   0.103112063E-15  -0.709588246E-16  -0.323310495E-01   0.967977482E-15  -0.224951815E-14  -0.105149018E-14   0.514211350E-16  -0.579763465E-17  -0.583141079E-03   0.252914135E-19  -0.216915235E-19  -0.104458592E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.764864491E-01   0.500000000E-01   0.500000000E-01   0.126040752E+00   0.116005292E-15  -0.723659287E-16  -0.324927125E-01   0.116958740E-14  -0.250054481E-14  -0.101725210E-14   0.460412095E-16  -0.502471278E-17  -0.577292146E-03   0.161986729E-19  -0.201691399E-19   0.275091363E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.770406987E-01   0.500000000E-01   0.500000000E-01   0.126022706E+00   0.137245902E-15  -0.700102610E-16  -0.326243042E-01   0.137301784E-14  -0.249049495E-14  -0.591369922E-15   0.758493705E-16   0.841199535E-17  -0.469908625E-03   0.163449451E-19   0.807472095E-21   0.342181871E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.775949484E-01   0.500000000E-01   0.500000000E-01   0.126004586E+00   0.144517636E-15  -0.620553899E-16  -0.327612641E-01   0.143036122E-14  -0.196999197E-14  -0.543321520E-15   0.259670735E-16   0.284065284E-16  -0.489078584E-03   0.460734565E-20   0.418206478E-19   0.386052599E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.781491980E-01   0.500000000E-01   0.500000000E-01   0.125986385E+00   0.157228466E-15  -0.541948324E-16  -0.329189501E-01   0.174404108E-14  -0.162016980E-14  -0.940366362E-15   0.453898675E-16   0.280697378E-16  -0.563090240E-03   0.252031121E-19   0.281070240E-19  -0.319012053E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.787034476E-01   0.500000000E-01   0.500000000E-01   0.125968099E+00   0.180549883E-15  -0.406422742E-16  -0.330666188E-01   0.203993292E-14  -0.222178651E-14  -0.148068021E-14   0.832798508E-16   0.483956459E-16  -0.527319047E-03   0.237739051E-19  -0.483378606E-19  -0.434123836E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.792576973E-01   0.500000000E-01   0.500000000E-01   0.125949731E+00   0.174184596E-15  -0.298304610E-16  -0.332114567E-01   0.182579336E-14  -0.279963249E-14  -0.160362692E-14  -0.227301835E-16   0.386085544E-16  -0.517210572E-03  -0.172053867E-19  -0.464279635E-19  -0.987835052E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.798119469E-01   0.500000000E-01   0.500000000E-01   0.125931284E+00   0.170876230E-15  -0.287667513E-16  -0.333553125E-01   0.139633064E-14  -0.335586892E-14  -0.869489774E-15  -0.118140460E-16   0.379846527E-17  -0.513703286E-03  -0.345058720E-19  -0.446917086E-19   0.589854274E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.803661965E-01   0.500000000E-01   0.500000000E-01   0.125912757E+00   0.169149588E-15  -0.311233966E-16  -0.334993143E-01   0.138995626E-14  -0.374680509E-14  -0.754603615E-15  -0.616576727E-17  -0.841548677E-17  -0.514224539E-03  -0.512159535E-21  -0.314103947E-19   0.923071298E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.809204462E-01   0.500000000E-01   0.500000000E-01   0.125894152E+00   0.155653890E-15  -0.279277823E-16  -0.336352326E-01   0.176023169E-14  -0.343183512E-14  -0.143913526E-14  -0.481926029E-16   0.114114115E-16  -0.485359034E-03   0.297503734E-19   0.253067682E-19  -0.549997944E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.814746958E-01   0.500000000E-01   0.500000000E-01   0.125875472E+00   0.144942141E-15  -0.145931103E-16  -0.337717979E-01   0.176150451E-14  -0.310563971E-14  -0.161858834E-14  -0.382512292E-16   0.476175829E-16  -0.487669008E-03   0.102266952E-21   0.262086940E-19  -0.144184454E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.820289454E-01   0.500000000E-01   0.500000000E-01   0.125856713E+00   0.120055717E-15  -0.313014857E-18  -0.339206622E-01   0.153562054E-14  -0.284747014E-14  -0.135811388E-14  -0.888684277E-16   0.509936525E-16  -0.531588485E-03  -0.181490098E-19   0.207430482E-19   0.209282384E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.825831951E-01   0.500000000E-01   0.500000000E-01   0.125837871E+00   0.914978166E-16   0.478496533E-17  -0.340700802E-01   0.124912079E-14  -0.257678375E-14  -0.892171254E-15  -0.101979127E-15   0.182046843E-16  -0.533565833E-03  -0.230192825E-19   0.217487331E-19   0.374369084E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.831374447E-01   0.500000000E-01   0.500000000E-01   0.125818953E+00   0.102512459E-15   0.515785188E-17  -0.341957475E-01   0.149521693E-14  -0.284791770E-14  -0.649196965E-15   0.393328492E-16   0.133156305E-17  -0.448752807E-03   0.197729896E-19  -0.217846929E-19   0.195221593E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.836916943E-01   0.500000000E-01   0.500000000E-01   0.125799965E+00   0.111569576E-15   0.681266435E-18  -0.343196973E-01   0.217539177E-14  -0.357685038E-14  -0.640365783E-15   0.323426034E-16  -0.159857085E-16  -0.442619811E-03   0.546497394E-19  -0.585672668E-19   0.709555552E-21   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.842459440E-01   0.500000000E-01   0.500000000E-01   0.125780902E+00   0.101378823E-15  -0.114374510E-16  -0.344689792E-01   0.244595010E-14  -0.400290670E-14  -0.403506037E-15  -0.363907739E-16  -0.432754577E-16  -0.533079819E-03   0.217384430E-19  -0.342321789E-19   0.190308766E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
