Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz          Fx_hydro          Fy_hydro          Fz_hydro         RFx_hydro         RFy_hydro         RFz_hydro           Fx_coll           Fy_coll           Fz_coll
  0.848001936E-01   0.500000000E-01   0.500000000E-01   0.125761747E+00   0.117536106E-15  -0.239643290E-16  -0.346540269E-01   0.254155895E-14  -0.472446087E-14  -0.573470726E-15   0.576970177E-16  -0.447329825E-16  -0.660798006E-03   0.768184713E-20  -0.579744284E-19  -0.136560859E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.853544432E-01   0.500000000E-01   0.500000000E-01   0.125742487E+00   0.125507488E-15  -0.284564016E-16  -0.348433500E-01   0.288883632E-14  -0.472153831E-14  -0.407980942E-15   0.284654864E-16  -0.160410127E-16  -0.676065255E-03   0.279025573E-19   0.234818424E-21   0.132965424E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.859086928E-01   0.500000000E-01   0.500000000E-01   0.125723130E+00   0.133287156E-15  -0.326544017E-16  -0.350082076E-01   0.317424604E-14  -0.463961697E-14   0.224951619E-15   0.277808847E-16  -0.149908910E-16  -0.588700034E-03   0.229317027E-19   0.658210158E-20   0.508539829E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.864629425E-01   0.500000000E-01   0.500000000E-01   0.125703690E+00   0.160849670E-15  -0.377534247E-16  -0.351401765E-01   0.299117408E-14  -0.473723206E-14   0.407941440E-15   0.984246406E-16  -0.182084082E-16  -0.471255732E-03  -0.147092106E-19  -0.784304162E-20   0.147026110E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.870171921E-01   0.500000000E-01   0.500000000E-01   0.125684174E+00   0.148142424E-15  -0.356441892E-16  -0.352815563E-01   0.264343454E-14  -0.433085133E-14   0.315884210E-15  -0.453770701E-16   0.753199595E-17  -0.504861662E-03  -0.279396919E-19   0.326513127E-19  -0.739648598E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.875714417E-01   0.500000000E-01   0.500000000E-01   0.125664574E+00   0.115574570E-15  -0.381236554E-16  -0.354440286E-01   0.244687283E-14  -0.409936846E-14   0.123570250E-15  -0.116298511E-15  -0.885407523E-17  -0.580181879E-03  -0.157930660E-19   0.185988627E-19  -0.154517739E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.881256914E-01   0.500000000E-01   0.500000000E-01   0.125644887E+00   0.102134376E-15  -0.415065554E-16  -0.355975134E-01   0.206411103E-14  -0.382532347E-14  -0.142403822E-16  -0.479943981E-16  -0.120802011E-16  -0.548088299E-03  -0.307536117E-19   0.220185844E-19  -0.110726165E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.886799410E-01   0.500000000E-01   0.500000000E-01   0.125625115E+00   0.783200123E-16  -0.454188622E-16  -0.357502955E-01   0.161838788E-14  -0.333084248E-14  -0.373514925E-16  -0.850401441E-16  -0.139706917E-16  -0.545578615E-03  -0.358123418E-19   0.397298692E-19  -0.185689926E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.892341906E-01   0.500000000E-01   0.500000000E-01   0.125605259E+00   0.524147417E-16  -0.563482526E-16  -0.358982269E-01   0.129305925E-14  -0.280521135E-14  -0.147092905E-16  -0.925066903E-16  -0.390284181E-16  -0.528257348E-03  -0.261390511E-19   0.422326771E-19   0.181922408E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.897884403E-01   0.500000000E-01   0.500000000E-01   0.125585322E+00   0.446530131E-16  -0.643908264E-16  -0.360431550E-01   0.137060438E-14  -0.250323596E-14  -0.294313015E-15  -0.277168239E-16  -0.287197109E-16  -0.517532419E-03   0.623048828E-20   0.242626978E-19  -0.224652102E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.903426899E-01   0.500000000E-01   0.500000000E-01   0.125565306E+00   0.507571831E-16  -0.676456326E-16  -0.361847995E-01   0.155307333E-14  -0.210851743E-14  -0.391957745E-15   0.217977483E-16  -0.116227837E-16  -0.505806942E-03   0.146607600E-19   0.317142938E-19  -0.784542254E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.908969395E-01   0.500000000E-01   0.500000000E-01   0.125545212E+00   0.676261942E-16  -0.701777112E-16  -0.363251305E-01   0.181853823E-14  -0.150951891E-14  -0.376905983E-15   0.602385670E-16  -0.904195182E-17  -0.501116255E-03   0.213292041E-19   0.481274975E-19   0.120935796E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.914511892E-01   0.500000000E-01   0.500000000E-01   0.125525046E+00   0.960044271E-16  -0.745824620E-16  -0.364413805E-01   0.220655886E-14  -0.157863687E-14  -0.578708052E-15   0.101337540E-15  -0.157291895E-16  -0.415124303E-03   0.311761400E-19  -0.555339338E-20  -0.162141113E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.920054388E-01   0.500000000E-01   0.500000000E-01   0.125504816E+00   0.119225231E-15  -0.749526544E-16  -0.365599144E-01   0.251177243E-14  -0.242348120E-14  -0.782091479E-15   0.829205664E-16  -0.132194242E-17  -0.423279788E-03   0.245228749E-19  -0.678803739E-19  -0.163411680E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.925596884E-01   0.500000000E-01   0.500000000E-01   0.125484512E+00   0.130548092E-15  -0.737022686E-16  -0.367050157E-01   0.237856297E-14  -0.248332644E-14  -0.943305989E-15   0.404334848E-16   0.446507769E-17  -0.518150913E-03  -0.107029284E-19  -0.480836243E-20  -0.129530386E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.931139381E-01   0.500000000E-01   0.500000000E-01   0.125464127E+00   0.128096298E-15  -0.716074058E-16  -0.368572765E-01   0.206371300E-14  -0.223370657E-14  -0.567709828E-15  -0.875525571E-17   0.748067182E-17  -0.543717081E-03  -0.252971260E-19   0.200561096E-19   0.301778766E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.936681877E-01   0.500000000E-01   0.500000000E-01   0.125443658E+00   0.115214332E-15  -0.700068686E-16  -0.370021457E-01   0.197475906E-14  -0.185484111E-14  -0.355518343E-15  -0.460009891E-16   0.571545453E-17  -0.517322324E-03  -0.714714735E-20   0.304405534E-19   0.170488655E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.942224373E-01   0.500000000E-01   0.500000000E-01   0.125423124E+00   0.121276814E-15  -0.750643387E-16  -0.370941608E-01   0.189553257E-14  -0.130253174E-14  -0.756147041E-15   0.216488804E-16  -0.180600242E-16  -0.328582075E-03  -0.636557970E-20   0.443761832E-19  -0.321891560E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.947766869E-01   0.500000000E-01   0.500000000E-01   0.125402546E+00   0.122880230E-15  -0.814763957E-16  -0.371619784E-01   0.167807324E-14  -0.138289061E-14  -0.100222652E-14   0.572573677E-17  -0.228972006E-16  -0.242174010E-03  -0.174721183E-19  -0.645656244E-20  -0.197716510E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.953309366E-01   0.500000000E-01   0.500000000E-01   0.125381921E+00   0.115229017E-15  -0.815827408E-16  -0.372644356E-01   0.107922442E-14  -0.133421477E-14  -0.101479548E-14  -0.273221781E-16  -0.379754067E-18  -0.365870574E-03  -0.481154704E-19   0.391093843E-20  -0.100987282E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.958851862E-01   0.500000000E-01   0.500000000E-01   0.125361232E+00   0.126141254E-15  -0.743063107E-16  -0.373915195E-01   0.744592710E-15  -0.158599499E-14  -0.131906824E-14   0.389671634E-16   0.259838424E-16  -0.453811629E-03  -0.268865220E-19  -0.202296857E-19  -0.244472837E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.964394358E-01   0.500000000E-01   0.500000000E-01   0.125340471E+00   0.117125506E-15  -0.709724604E-16  -0.375246109E-01   0.762864659E-15  -0.151334015E-14  -0.199168677E-14  -0.321948766E-16   0.119050468E-16  -0.475263951E-03   0.146808907E-20   0.583757010E-20  -0.540426160E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.969936855E-01   0.500000000E-01   0.500000000E-01   0.125319638E+00   0.888362663E-16  -0.692112643E-16  -0.376488538E-01   0.518136416E-15  -0.935213662E-15  -0.223586873E-14  -0.101019749E-15   0.628916106E-17  -0.443666565E-03  -0.196630836E-19   0.464505005E-19  -0.196191915E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.975479351E-01   0.500000000E-01   0.500000000E-01   0.125298733E+00   0.880620305E-16  -0.645052236E-16  -0.377855148E-01   0.436577934E-15  -0.598664826E-15  -0.226920595E-14  -0.276476517E-17   0.168050840E-16  -0.488010950E-03  -0.655294721E-20   0.270405566E-19  -0.267853201E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.981021847E-01   0.500000000E-01   0.500000000E-01   0.125277751E+00   0.954222430E-16  -0.591488796E-16  -0.379279262E-01   0.786752709E-15  -0.467850044E-15  -0.256441233E-14   0.262830256E-16   0.191272913E-16  -0.508545404E-03   0.281353545E-19   0.105105237E-19  -0.237188311E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.986564344E-01   0.500000000E-01   0.500000000E-01   0.125256692E+00   0.714894653E-16  -0.541242406E-16  -0.380626550E-01   0.874138199E-15  -0.592133362E-15  -0.236929934E-14  -0.854629964E-16   0.179427858E-16  -0.481111178E-03   0.702112747E-20  -0.998574279E-20   0.156766670E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.992106840E-01   0.500000000E-01   0.500000000E-01   0.125235559E+00   0.526031946E-16  -0.507250656E-16  -0.381960103E-01   0.489444652E-15  -0.380727835E-15  -0.174353601E-14  -0.674421209E-16   0.121383186E-16  -0.476206636E-03  -0.309088206E-19   0.169857166E-19   0.502779592E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.997649336E-01   0.500000000E-01   0.500000000E-01   0.125214353E+00   0.692423822E-16  -0.498739321E-16  -0.383272618E-01  -0.588357186E-16  -0.267314734E-15  -0.166364974E-14   0.594178768E-16   0.303936378E-17  -0.468693842E-03  -0.440524667E-19   0.911235764E-20   0.641859043E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.100319183E+00   0.500000000E-01   0.500000000E-01   0.125193079E+00   0.929394663E-16  -0.515515909E-16  -0.384382333E-01  -0.160122907E-15   0.197793785E-16  -0.158935088E-14   0.846213439E-16  -0.599085270E-17  -0.396274677E-03  -0.813808176E-20   0.230670375E-19   0.596966130E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.100873433E+00   0.500000000E-01   0.500000000E-01   0.125171740E+00   0.911406962E-16  -0.496614214E-16  -0.385624631E-01   0.312332790E-17   0.469522972E-16  -0.100269932E-14  -0.642333633E-17   0.674972007E-17  -0.443619760E-03   0.131162808E-19   0.218325178E-20   0.471354617E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.101427683E+00   0.500000000E-01   0.500000000E-01   0.125150328E+00   0.831849077E-16  -0.383527477E-16  -0.387049126E-01  -0.165761262E-15  -0.898879817E-16   0.185070590E-15  -0.284098043E-16   0.403828236E-16  -0.508681552E-03  -0.135693036E-19  -0.109946519E-19   0.954332804E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.101981932E+00   0.500000000E-01   0.500000000E-01   0.125128842E+00   0.950143717E-16  -0.292786028E-16  -0.388253438E-01  -0.587209132E-15   0.870388413E-17   0.106901322E-14   0.422425451E-16   0.324034104E-16  -0.430054850E-03  -0.338619058E-19   0.792152176E-20   0.710217899E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.102536182E+00   0.500000000E-01   0.500000000E-01   0.125107289E+00   0.115232621E-15  -0.278997522E-16  -0.389501247E-01  -0.525846542E-15   0.355194082E-15   0.121668602E-14   0.721985653E-16   0.492382046E-17  -0.445587629E-03   0.493027585E-20   0.278393113E-19   0.118650080E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.103090431E+00   0.500000000E-01   0.500000000E-01   0.125085663E+00   0.134168466E-15  -0.382628925E-16  -0.390838672E-01  -0.273930643E-15   0.834645866E-15   0.891539477E-15   0.676191483E-16  -0.370063614E-16  -0.477589215E-03   0.202405874E-19   0.385223234E-19  -0.261244209E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.103644681E+00   0.500000000E-01   0.500000000E-01   0.125063963E+00   0.124542493E-15  -0.549175863E-16  -0.392220457E-01  -0.507192445E-15   0.388592281E-15   0.731906012E-15  -0.343739682E-16  -0.594732485E-16  -0.493429888E-03  -0.187417940E-19  -0.358388915E-19  -0.128260071E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.104198931E+00   0.500000000E-01   0.500000000E-01   0.125042186E+00   0.950169031E-16  -0.603891647E-16  -0.393593570E-01  -0.639957968E-15  -0.335857831E-15   0.111646276E-14  -0.105434706E-15  -0.195387887E-16  -0.490333294E-03  -0.106672591E-19  -0.582071074E-19   0.308978295E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.104753180E+00   0.500000000E-01   0.500000000E-01   0.125020335E+00   0.528803547E-16  -0.511917658E-16  -0.394887272E-01  -0.559820606E-15  -0.464094149E-15   0.108808005E-14  -0.150467937E-15   0.328435453E-16  -0.461975804E-03   0.643876504E-20  -0.103033529E-19  -0.228045450E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.105307430E+00   0.500000000E-01   0.500000000E-01   0.124998414E+00   0.259566875E-16  -0.425771303E-16  -0.396153637E-01  -0.552237778E-15  -0.349123474E-15   0.736683184E-15  -0.961433440E-16   0.307625202E-16  -0.452213894E-03   0.609254532E-21   0.923750348E-20  -0.282335455E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.105861680E+00   0.500000000E-01   0.500000000E-01   0.124976422E+00   0.252531152E-16  -0.361077645E-16  -0.397409794E-01  -0.539407776E-15  -0.466058064E-15   0.521492025E-15  -0.251242854E-17   0.231018478E-16  -0.448568821E-03   0.103084704E-20  -0.939529739E-20  -0.172898791E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.106415929E+00   0.500000000E-01   0.500000000E-01   0.124954361E+00   0.232292336E-16  -0.280439904E-16  -0.398658058E-01  -0.770232808E-15  -0.772887112E-15   0.490368334E-15  -0.722720079E-17   0.287954164E-16  -0.445750063E-03  -0.185460078E-19  -0.246526725E-19  -0.250068296E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.106970179E+00   0.500000000E-01   0.500000000E-01   0.124932231E+00   0.263344421E-16  -0.257813174E-16  -0.399904548E-01  -0.759163787E-15  -0.689076002E-15   0.503522036E-15   0.110885763E-16   0.807991524E-17  -0.445116508E-03   0.889358291E-21   0.673393823E-20   0.105685534E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.107524428E+00   0.500000000E-01   0.500000000E-01   0.124910032E+00   0.388831844E-16  -0.271457978E-16  -0.401151035E-01  -0.321790622E-15   0.213368714E-16   0.708017325E-15   0.448110592E-16  -0.487250534E-17  -0.445115633E-03   0.351414492E-19   0.570792629E-19   0.164305023E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.108078678E+00   0.500000000E-01   0.500000000E-01   0.124887765E+00   0.309914788E-16  -0.325706200E-16  -0.402324306E-01  -0.453853930E-15   0.625165279E-15   0.758595936E-15  -0.281809665E-16  -0.193718239E-16  -0.418970239E-03  -0.106108385E-19   0.485155629E-19   0.406381977E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.108632928E+00   0.500000000E-01   0.500000000E-01   0.124865433E+00   0.125482666E-17  -0.414715949E-16  -0.403517433E-01  -0.846835141E-15   0.119538785E-14   0.934521724E-15  -0.106188401E-15  -0.317850272E-16  -0.426061162E-03  -0.315747064E-19   0.458154478E-19   0.141350399E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.109187177E+00   0.500000000E-01   0.500000000E-01   0.124843034E+00  -0.262559208E-16  -0.466589447E-16  -0.404769731E-01  -0.837205862E-15   0.160481248E-14   0.603893015E-15  -0.982397843E-16  -0.185238195E-16  -0.447190571E-03   0.773679909E-21   0.328958797E-19  -0.265648945E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.109741427E+00   0.500000000E-01   0.500000000E-01   0.124820568E+00  -0.500589400E-16  -0.437361280E-16  -0.405919783E-01  -0.466607921E-15   0.161571174E-14  -0.201558056E-15  -0.849996341E-16   0.104372621E-16  -0.410678866E-03   0.297762866E-19   0.875718176E-21  -0.647152596E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.110295677E+00   0.500000000E-01   0.500000000E-01   0.124798034E+00  -0.544962890E-16  -0.461544277E-16  -0.407192043E-01  -0.262021377E-15   0.187168917E-14  -0.346959689E-15  -0.158455965E-16  -0.863565207E-17  -0.454319038E-03   0.164378344E-19   0.205669175E-19  -0.116825276E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.110849926E+00   0.500000000E-01   0.500000000E-01   0.124775435E+00  -0.425224904E-16  -0.515171271E-16  -0.408303860E-01  -0.322174272E-15   0.196676322E-14  -0.337740269E-16   0.427579581E-16  -0.191499859E-16  -0.397025316E-03  -0.483308090E-20   0.763887754E-20   0.251634049E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.111404176E+00   0.500000000E-01   0.500000000E-01   0.124752774E+00  -0.221829446E-16  -0.521574763E-16  -0.409405992E-01  -0.103904200E-15   0.164438856E-14   0.209832864E-15   0.726317085E-16  -0.228666158E-17  -0.393567093E-03   0.175372594E-19  -0.259017098E-19   0.195729868E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.111958426E+00   0.500000000E-01   0.500000000E-01   0.124730046E+00  -0.118524506E-16  -0.526129558E-16  -0.410718224E-01   0.165972620E-15   0.127501938E-14  -0.840034862E-16   0.368897828E-16  -0.162649938E-17  -0.468592793E-03   0.216836864E-19  -0.296775598E-19  -0.236087534E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.112512675E+00   0.500000000E-01   0.500000000E-01   0.124707249E+00  -0.114459545E-16  -0.549921404E-16  -0.411911048E-01   0.255210715E-15   0.791765183E-15  -0.522057641E-15   0.145158147E-17  -0.849597346E-17  -0.425952616E-03   0.716997801E-20  -0.388278344E-19  -0.351961644E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.113066925E+00   0.500000000E-01   0.500000000E-01   0.124684387E+00   0.108782588E-17  -0.605690799E-16  -0.413068199E-01   0.155335375E-16   0.371234777E-15  -0.960428081E-15   0.447576308E-16  -0.199150287E-16  -0.413214262E-03  -0.192572476E-19  -0.337881907E-19  -0.352215768E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.113621174E+00   0.500000000E-01   0.500000000E-01   0.124661461E+00   0.426437075E-16  -0.628250485E-16  -0.414215302E-01   0.406798747E-16   0.508834222E-15  -0.800526595E-15   0.148394399E-15  -0.805597415E-17  -0.409625560E-03   0.202042284E-20   0.110556483E-19   0.128475416E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.114175424E+00   0.500000000E-01   0.500000000E-01   0.124638474E+00   0.779642675E-16  -0.649555747E-16  -0.415278532E-01   0.375533298E-15   0.640474779E-15  -0.375698693E-15   0.126128314E-15  -0.760802418E-17  -0.379675382E-03   0.269043359E-19   0.105768720E-19   0.341334799E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.114729674E+00   0.500000000E-01   0.500000000E-01   0.124615425E+00   0.736636665E-16  -0.685654483E-16  -0.416412090E-01   0.377201851E-15  -0.201278274E-15  -0.456898149E-15  -0.153572749E-16  -0.128907150E-16  -0.404789079E-03   0.134062592E-21  -0.676320006E-19  -0.652410060E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.115283923E+00   0.500000000E-01   0.500000000E-01   0.124592312E+00   0.758706734E-16  -0.655234962E-16  -0.417638665E-01   0.711665000E-15  -0.113071891E-14  -0.331680594E-15   0.788113377E-17   0.108626897E-16  -0.438005101E-03   0.268729787E-19  -0.746774006E-19   0.100608054E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.115838173E+00   0.500000000E-01   0.500000000E-01   0.124569137E+00   0.890938693E-16  -0.582056398E-16  -0.418619533E-01   0.161259144E-14  -0.993235023E-15  -0.177893586E-15   0.472195061E-16   0.261317738E-16  -0.350263939E-03   0.723863813E-19   0.110463640E-19   0.123562641E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.116392423E+00   0.500000000E-01   0.500000000E-01   0.124545908E+00   0.939303661E-16  -0.485340515E-16  -0.419578572E-01   0.236076343E-14  -0.542227571E-15  -0.452015997E-15   0.172709374E-16   0.345368570E-16  -0.342469180E-03   0.601130799E-19   0.362369179E-19  -0.220248053E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.116946672E+00   0.500000000E-01   0.500000000E-01   0.124522619E+00   0.771380673E-16  -0.366801404E-16  -0.420811049E-01   0.198081323E-14  -0.867289458E-15  -0.266075224E-15  -0.599646305E-16   0.423298445E-16  -0.440112665E-03  -0.305277091E-19  -0.261176193E-19   0.149397100E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.117500922E+00   0.500000000E-01   0.500000000E-01   0.124499250E+00   0.600656653E-16  -0.272164668E-16  -0.422443517E-01   0.100270910E-14  -0.900581184E-15   0.524252488E-15  -0.609648681E-16   0.337944018E-16  -0.582947525E-03  -0.785873462E-19  -0.267487714E-20   0.635001489E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.118055171E+00   0.500000000E-01   0.500000000E-01   0.124475790E+00   0.644912484E-16  -0.190791729E-16  -0.424131121E-01   0.826196557E-15  -0.695077486E-15   0.708823787E-15   0.158035811E-16   0.290579526E-16  -0.602636909E-03  -0.141821840E-19   0.165115246E-19   0.148296774E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.118609421E+00   0.500000000E-01   0.500000000E-01   0.124452250E+00   0.443818722E-16  -0.204781869E-16  -0.425302991E-01   0.915614515E-15  -0.889258923E-15   0.674538237E-15  -0.718097820E-16  -0.499582312E-17  -0.418470166E-03   0.718442943E-20  -0.156018193E-19  -0.275472758E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.119163671E+00   0.500000000E-01   0.500000000E-01   0.124428644E+00   0.421912227E-16  -0.248017418E-16  -0.426522628E-01   0.799698660E-15  -0.549320535E-15   0.103105333E-14  -0.782272220E-17  -0.154392425E-16  -0.435527191E-03  -0.931344546E-20   0.273128956E-19   0.286447773E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.119717920E+00   0.500000000E-01   0.500000000E-01   0.124404964E+00   0.580751430E-16  -0.225729702E-16  -0.427953731E-01   0.114205646E-14  -0.400146542E-15   0.124271798E-14   0.567208471E-16   0.795885443E-17  -0.511041449E-03   0.275072872E-19   0.119856240E-19   0.170065366E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.120272170E+00   0.500000000E-01   0.500000000E-01   0.124381208E+00   0.630540235E-16  -0.210553170E-16  -0.429293846E-01   0.157407860E-14  -0.552140519E-15   0.145396089E-14   0.177793842E-16   0.541947948E-17  -0.478549637E-03   0.347115128E-19  -0.122122001E-19   0.169726503E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.120826420E+00   0.500000000E-01   0.500000000E-01   0.124357377E+00   0.880389690E-16  -0.215817416E-16  -0.430624910E-01   0.154316739E-14  -0.447433645E-15   0.180288539E-14   0.892202460E-16  -0.187984154E-17  -0.475317553E-03  -0.248361128E-20   0.841284191E-20   0.280348991E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.121380669E+00   0.500000000E-01   0.500000000E-01   0.124333474E+00   0.114085553E-15  -0.263825864E-16  -0.431919288E-01   0.130130863E-14  -0.213481566E-15   0.180001544E-14   0.930113152E-16  -0.171436255E-16  -0.462217360E-03  -0.194325301E-19   0.187972554E-19  -0.230590029E-21   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.121934919E+00   0.500000000E-01   0.500000000E-01   0.124309500E+00   0.124745292E-15  -0.272071391E-16  -0.433179128E-01   0.787568218E-15  -0.348088719E-15   0.183583550E-14   0.380655021E-16  -0.294444511E-17  -0.449883649E-03  -0.412772984E-19  -0.108152278E-19   0.287802017E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.122489169E+00   0.500000000E-01   0.500000000E-01   0.124285457E+00   0.134624533E-15  -0.202502059E-16  -0.434395593E-01   0.491685770E-15  -0.554939191E-15   0.250028913E-14   0.352783775E-16   0.248429316E-16  -0.434394874E-03  -0.237731503E-19  -0.166197333E-19   0.533865932E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.123043418E+00   0.500000000E-01   0.500000000E-01   0.124261354E+00   0.154123901E-15  -0.189070999E-16  -0.435351443E-01   0.861337386E-15  -0.640609302E-15   0.287514748E-14   0.696314680E-16   0.479617804E-17  -0.341330174E-03   0.297002526E-19  -0.688330258E-20   0.301185961E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.123597668E+00   0.500000000E-01   0.500000000E-01   0.124237194E+00   0.153729346E-15  -0.159618746E-16  -0.436471065E-01   0.130881972E-14  -0.547802000E-15   0.278962632E-14  -0.140894145E-17   0.105172824E-16  -0.399812902E-03   0.359536869E-19   0.745675166E-20  -0.687133461E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.124151917E+00   0.500000000E-01   0.500000000E-01   0.124212966E+00   0.119324644E-15  -0.120653648E-16  -0.437788112E-01   0.885805874E-15  -0.416017444E-15   0.243264254E-14  -0.122857823E-15   0.139142814E-16  -0.470312088E-03  -0.339877269E-19   0.105884418E-19  -0.286824354E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.124706167E+00   0.500000000E-01   0.500000000E-01   0.124188684E+00   0.926520618E-16  -0.255685842E-16  -0.438418493E-01   0.482007920E-15  -0.383174450E-15   0.182074745E-14  -0.952467281E-16  -0.482194589E-16  -0.225106541E-03  -0.324437949E-19   0.263882310E-20  -0.491636932E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.125260417E+00   0.500000000E-01   0.500000000E-01   0.124164370E+00   0.908783853E-16  -0.376955807E-16  -0.438950570E-01   0.829821407E-15  -0.489175379E-15   0.215269886E-14  -0.633372790E-17  -0.433050220E-16  -0.190002578E-03   0.279456330E-19  -0.851681482E-20   0.266711689E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.125814666E+00   0.500000000E-01   0.500000000E-01   0.124140021E+00   0.905274938E-16  -0.423274639E-16  -0.439700670E-01   0.882244090E-15  -0.689848267E-15   0.253409337E-14  -0.125301977E-17  -0.165402704E-16  -0.267857808E-03   0.421198458E-20  -0.161233854E-19   0.306437545E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.126368916E+00   0.500000000E-01   0.500000000E-01   0.124115624E+00   0.127208312E-15  -0.501492230E-16  -0.440629241E-01   0.171806878E-15  -0.216611385E-15   0.178567622E-14   0.130985743E-15  -0.279311903E-16  -0.331588758E-03  -0.570812185E-19   0.380229771E-19  -0.601327775E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.126923166E+00   0.500000000E-01   0.500000000E-01   0.124091173E+00   0.172517275E-15  -0.543600995E-16  -0.441699455E-01  -0.475822261E-15   0.154942927E-15   0.117947381E-14   0.161796502E-15  -0.150368725E-16  -0.382169209E-03  -0.520348030E-19   0.298531277E-19  -0.487063063E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
