Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz                Fx                Fy                Fz               RFx               RFy               RFz               Fxa               Fya               Fza
  0.670652356E+00   0.499941616E-01   0.499941616E-01   0.985380497E-01  -0.216925716E-03  -0.216925716E-03  -0.479258532E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.140440816E-05  -0.140440816E-05   0.267157417E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136949549E-05  -0.136949548E-05   0.267907297E-02 
  0.673251784E+00   0.499935955E-01   0.499935955E-01   0.984134608E-01  -0.218718078E-03  -0.218718078E-03  -0.479362437E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.139970378E-05  -0.139970377E-05   0.267162594E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136470375E-05  -0.136470374E-05   0.267912234E-02 
  0.675851212E+00   0.499930246E-01   0.499930246E-01   0.982888450E-01  -0.220505100E-03  -0.220505100E-03  -0.479465688E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.139570138E-05  -0.139570138E-05   0.267167795E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136063848E-05  -0.136063848E-05   0.267917212E-02 
  0.678450639E+00   0.499924491E-01   0.499924491E-01   0.981642025E-01  -0.222287864E-03  -0.222287864E-03  -0.479568330E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.139249291E-05  -0.139249290E-05   0.267172653E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.135739576E-05  -0.135739576E-05   0.267921847E-02 
  0.681050067E+00   0.499918690E-01   0.499918690E-01   0.980395333E-01  -0.224067305E-03  -0.224067305E-03  -0.479670363E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.138997299E-05  -0.138997299E-05   0.267177501E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.135486586E-05  -0.135486586E-05   0.267926486E-02 
  0.683649495E+00   0.499912843E-01   0.499912843E-01   0.979148377E-01  -0.225843954E-03  -0.225843955E-03  -0.479771829E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.138784607E-05  -0.138784607E-05   0.267182032E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.135274010E-05  -0.135274010E-05   0.267930810E-02 
  0.686248923E+00   0.499906949E-01   0.499906949E-01   0.977901158E-01  -0.227617828E-03  -0.227617828E-03  -0.479872709E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.138573706E-05  -0.138573705E-05   0.267186670E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.135062682E-05  -0.135062682E-05   0.267935260E-02 
  0.688848350E+00   0.499901010E-01   0.499901010E-01   0.976653678E-01  -0.229388453E-03  -0.229388453E-03  -0.479973028E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.138328866E-05  -0.138328866E-05   0.267191129E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134815294E-05  -0.134815293E-05   0.267939537E-02 
  0.691447778E+00   0.499895024E-01   0.499895024E-01   0.975405937E-01  -0.231155273E-03  -0.231155273E-03  -0.480072752E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.138044096E-05  -0.138044095E-05   0.267195813E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134525601E-05  -0.134525601E-05   0.267944065E-02 
  0.694047206E+00   0.499888993E-01   0.499888993E-01   0.974157938E-01  -0.232917934E-03  -0.232917934E-03  -0.480171893E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137734065E-05  -0.137734064E-05   0.267200406E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134208984E-05  -0.134208984E-05   0.267948511E-02 
  0.696646633E+00   0.499882916E-01   0.499882916E-01   0.972909682E-01  -0.234676438E-03  -0.234676438E-03  -0.480270416E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137424533E-05  -0.137424532E-05   0.267205230E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133892418E-05  -0.133892417E-05   0.267953213E-02 
  0.699246061E+00   0.499876793E-01   0.499876793E-01   0.971661171E-01  -0.236431171E-03  -0.236431171E-03  -0.480368336E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137143622E-05  -0.137143622E-05   0.267209934E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133605288E-05  -0.133605288E-05   0.267957802E-02 
  0.701845489E+00   0.499870624E-01   0.499870624E-01   0.970412406E-01  -0.238182967E-03  -0.238182967E-03  -0.480465623E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136923913E-05  -0.136923913E-05   0.267214845E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133381678E-05  -0.133381678E-05   0.267962620E-02 
  0.704444917E+00   0.499864410E-01   0.499864410E-01   0.969163388E-01  -0.239932885E-03  -0.239932885E-03  -0.480562296E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136781712E-05  -0.136781712E-05   0.267219609E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133238718E-05  -0.133238718E-05   0.267967297E-02 
  0.707044344E+00   0.499858151E-01   0.499858151E-01   0.967914121E-01  -0.241681947E-03  -0.241681947E-03  -0.480658327E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136714232E-05  -0.136714232E-05   0.267224566E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133173560E-05  -0.133173560E-05   0.267972188E-02 
  0.709643772E+00   0.499851846E-01   0.499851846E-01   0.966664604E-01  -0.243430844E-03  -0.243430845E-03  -0.480753730E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136697284E-05  -0.136697284E-05   0.267229405E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133160963E-05  -0.133160963E-05   0.267976966E-02 
  0.712243200E+00   0.499845496E-01   0.499845496E-01   0.965414841E-01  -0.245179811E-03  -0.245179811E-03  -0.480848472E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136697627E-05  -0.136697626E-05   0.267234474E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133166239E-05  -0.133166238E-05   0.267981997E-02 
  0.714842628E+00   0.499839100E-01   0.499839100E-01   0.964164832E-01  -0.246928619E-03  -0.246928619E-03  -0.480942563E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136681523E-05  -0.136681523E-05   0.267239462E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133154161E-05  -0.133154161E-05   0.267986954E-02 
  0.717442055E+00   0.499832659E-01   0.499832659E-01   0.962914579E-01  -0.248676934E-03  -0.248676934E-03  -0.481035971E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136641208E-05  -0.136641207E-05   0.267244678E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133116667E-05  -0.133116666E-05   0.267992161E-02 
  0.720041483E+00   0.499826172E-01   0.499826172E-01   0.961664085E-01  -0.250424602E-03  -0.250424602E-03  -0.481128715E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136589655E-05  -0.136589655E-05   0.267249741E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133067398E-05  -0.133067397E-05   0.267997215E-02 
  0.722640911E+00   0.499819640E-01   0.499819640E-01   0.960413350E-01  -0.252171785E-03  -0.252171785E-03  -0.481220781E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136549880E-05  -0.136549880E-05   0.267254890E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133030459E-05  -0.133030459E-05   0.268002371E-02 
  0.725240339E+00   0.499813062E-01   0.499813062E-01   0.959162376E-01  -0.253918971E-03  -0.253918971E-03  -0.481312212E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136545630E-05  -0.136545630E-05   0.267259729E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133030696E-05  -0.133030695E-05   0.268007210E-02 
  0.727839766E+00   0.499806440E-01   0.499806440E-01   0.957911166E-01  -0.255666998E-03  -0.255666998E-03  -0.481403017E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136602319E-05  -0.136602319E-05   0.267264493E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133094719E-05  -0.133094718E-05   0.268011978E-02 
  0.730439194E+00   0.499799771E-01   0.499799771E-01   0.956659721E-01  -0.257416789E-03  -0.257416789E-03  -0.481493257E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136726032E-05  -0.136726032E-05   0.267268803E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133228957E-05  -0.133228957E-05   0.268016276E-02 
  0.733038622E+00   0.499793057E-01   0.499793057E-01   0.955408041E-01  -0.259169114E-03  -0.259169114E-03  -0.481582958E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136905793E-05  -0.136905793E-05   0.267272920E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133422016E-05  -0.133422016E-05   0.268020380E-02 
  0.735638050E+00   0.499786298E-01   0.499786298E-01   0.954156130E-01  -0.260924351E-03  -0.260924352E-03  -0.481672192E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137112668E-05  -0.137112668E-05   0.267276517E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133643704E-05  -0.133643704E-05   0.268023943E-02 
  0.738237477E+00   0.499779492E-01   0.499779492E-01   0.952903986E-01  -0.262682377E-03  -0.262682377E-03  -0.481760987E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137310240E-05  -0.137310240E-05   0.267279888E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133855990E-05  -0.133855989E-05   0.268027274E-02 
  0.740836905E+00   0.499772642E-01   0.499772642E-01   0.951651613E-01  -0.264442617E-03  -0.264442617E-03  -0.481849417E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137465708E-05  -0.137465708E-05   0.267282736E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134024636E-05  -0.134024636E-05   0.268030063E-02 
  0.743436333E+00   0.499765745E-01   0.499765745E-01   0.950399010E-01  -0.266204342E-03  -0.266204342E-03  -0.481937512E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137567532E-05  -0.137567532E-05   0.267285347E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134137663E-05  -0.134137663E-05   0.268032609E-02 
  0.746035760E+00   0.499758802E-01   0.499758802E-01   0.949146178E-01  -0.267966853E-03  -0.267966853E-03  -0.482025347E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137618002E-05  -0.137618002E-05   0.267287413E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134197530E-05  -0.134197530E-05   0.268034587E-02 
  0.748635188E+00   0.499751814E-01   0.499751814E-01   0.947893118E-01  -0.269729713E-03  -0.269729713E-03  -0.482112959E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137636037E-05  -0.137636036E-05   0.267289218E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134224069E-05  -0.134224069E-05   0.268036294E-02 
  0.751234616E+00   0.499744780E-01   0.499744780E-01   0.946639831E-01  -0.271492809E-03  -0.271492809E-03  -0.482200419E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137645340E-05  -0.137645340E-05   0.267290487E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134242104E-05  -0.134242104E-05   0.268037443E-02 
  0.753834044E+00   0.499737700E-01   0.499737700E-01   0.945386316E-01  -0.273256320E-03  -0.273256320E-03  -0.482287760E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137666918E-05  -0.137666918E-05   0.267291521E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134273643E-05  -0.134273643E-05   0.268038348E-02 
  0.756433471E+00   0.499730574E-01   0.499730574E-01   0.944132575E-01  -0.275020533E-03  -0.275020533E-03  -0.482375048E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137708812E-05  -0.137708812E-05   0.267292081E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134327147E-05  -0.134327147E-05   0.268038757E-02 
  0.759032899E+00   0.499723402E-01   0.499723402E-01   0.942878606E-01  -0.276785715E-03  -0.276785715E-03  -0.482462301E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137769259E-05  -0.137769258E-05   0.267292497E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134400860E-05  -0.134400860E-05   0.268039017E-02 
  0.761632327E+00   0.499716185E-01   0.499716185E-01   0.941624411E-01  -0.278551863E-03  -0.278551863E-03  -0.482549567E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137828727E-05  -0.137828727E-05   0.267292575E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134474446E-05  -0.134474446E-05   0.268038923E-02 
  0.764231755E+00   0.499708921E-01   0.499708921E-01   0.940369989E-01  -0.280318632E-03  -0.280318632E-03  -0.482636844E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137862147E-05  -0.137862147E-05   0.267292661E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134521783E-05  -0.134521783E-05   0.268038838E-02 
  0.766831182E+00   0.499701612E-01   0.499701612E-01   0.939115340E-01  -0.282085368E-03  -0.282085368E-03  -0.482724156E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137846789E-05  -0.137846789E-05   0.267292573E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134519195E-05  -0.134519195E-05   0.268038571E-02 
  0.769430610E+00   0.499694256E-01   0.499694256E-01   0.937860464E-01  -0.283851300E-03  -0.283851300E-03  -0.482811483E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137774229E-05  -0.137774229E-05   0.267292631E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134457986E-05  -0.134457986E-05   0.268038456E-02 
  0.772030038E+00   0.499686855E-01   0.499686855E-01   0.936605361E-01  -0.285615714E-03  -0.285615714E-03  -0.482898832E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137648461E-05  -0.137648461E-05   0.267292641E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134342428E-05  -0.134342427E-05   0.268038290E-02 
  0.774629466E+00   0.499679408E-01   0.499679408E-01   0.935350031E-01  -0.287378186E-03  -0.287378186E-03  -0.482986170E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137490433E-05  -0.137490432E-05   0.267292897E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134194522E-05  -0.134194522E-05   0.268038380E-02 
  0.777228893E+00   0.499671915E-01   0.499671915E-01   0.934094474E-01  -0.289138646E-03  -0.289138646E-03  -0.483073490E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137326020E-05  -0.137326020E-05   0.267293191E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134041418E-05  -0.134041417E-05   0.268038506E-02 
  0.779828321E+00   0.499664377E-01   0.499664377E-01   0.932838690E-01  -0.290897365E-03  -0.290897365E-03  -0.483160752E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137179682E-05  -0.137179681E-05   0.267293791E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133908787E-05  -0.133908786E-05   0.268038950E-02 
  0.782427749E+00   0.499656792E-01   0.499656792E-01   0.931582679E-01  -0.292654736E-03  -0.292654736E-03  -0.483247944E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.137060438E-05  -0.137060438E-05   0.267294485E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133806188E-05  -0.133806188E-05   0.268039486E-02 
  0.785027177E+00   0.499649162E-01   0.499649162E-01   0.930326442E-01  -0.294411074E-03  -0.294411074E-03  -0.483335020E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136962241E-05  -0.136962241E-05   0.267295514E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133727456E-05  -0.133727456E-05   0.268040368E-02 
  0.787626604E+00   0.499641487E-01   0.499641487E-01   0.929069978E-01  -0.296166368E-03  -0.296166368E-03  -0.483421963E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136861499E-05  -0.136861499E-05   0.267296676E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133648089E-05  -0.133648089E-05   0.268041381E-02 
  0.790226032E+00   0.499633765E-01   0.499633765E-01   0.927813289E-01  -0.297920240E-03  -0.297920240E-03  -0.483508722E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136730870E-05  -0.136730870E-05   0.267298217E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133539706E-05  -0.133539705E-05   0.268042783E-02 
  0.792825460E+00   0.499625999E-01   0.499625999E-01   0.926556374E-01  -0.299671956E-03  -0.299671956E-03  -0.483595271E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136544587E-05  -0.136544587E-05   0.267299954E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133375587E-05  -0.133375587E-05   0.268044381E-02 
  0.795424887E+00   0.499618186E-01   0.499618186E-01   0.925299235E-01  -0.301420615E-03  -0.301420615E-03  -0.483681552E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.136290139E-05  -0.136290138E-05   0.267302130E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133142888E-05  -0.133142887E-05   0.268046427E-02 
  0.798024315E+00   0.499610329E-01   0.499610329E-01   0.924041872E-01  -0.303165354E-03  -0.303165354E-03  -0.483767527E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.135969865E-05  -0.135969865E-05   0.267304580E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.132844315E-05  -0.132844315E-05   0.268048746E-02 
  0.800623743E+00   0.499602426E-01   0.499602426E-01   0.922784286E-01  -0.304905583E-03  -0.304905582E-03  -0.483853131E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.135603640E-05  -0.135603640E-05   0.267307536E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.132500958E-05  -0.132500958E-05   0.268051582E-02 
  0.803223171E+00   0.499594478E-01   0.499594478E-01   0.921526478E-01  -0.306641011E-03  -0.306641011E-03  -0.483938317E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.135212860E-05  -0.135212860E-05   0.267310835E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.132135481E-05  -0.132135481E-05   0.268054759E-02 
  0.805822598E+00   0.499586484E-01   0.499586484E-01   0.920268449E-01  -0.308371601E-03  -0.308371601E-03  -0.484023012E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134815496E-05  -0.134815496E-05   0.267314683E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.131767019E-05  -0.131767018E-05   0.268058492E-02 
  0.808422026E+00   0.499578446E-01   0.499578446E-01   0.919010201E-01  -0.310097392E-03  -0.310097392E-03  -0.484107167E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134416965E-05  -0.134416965E-05   0.267318919E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.131401670E-05  -0.131401670E-05   0.268062608E-02 
  0.811021454E+00   0.499570363E-01   0.499570363E-01   0.917751735E-01  -0.311818311E-03  -0.311818311E-03  -0.484190704E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.134008466E-05  -0.134008465E-05   0.267323746E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.131030730E-05  -0.131030729E-05   0.268067320E-02 
  0.813620882E+00   0.499562236E-01   0.499562236E-01   0.916493052E-01  -0.313533917E-03  -0.313533917E-03  -0.484273561E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133562739E-05  -0.133562739E-05   0.267329035E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.130626224E-05  -0.130626224E-05   0.268072486E-02 
  0.816220309E+00   0.499554063E-01   0.499554063E-01   0.915234155E-01  -0.315243356E-03  -0.315243356E-03  -0.484355652E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.133048939E-05  -0.133048939E-05   0.267334997E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.130156569E-05  -0.130156569E-05   0.268078328E-02 
  0.818819737E+00   0.499545847E-01   0.499545847E-01   0.913975046E-01  -0.316945413E-03  -0.316945413E-03  -0.484436900E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.132440339E-05  -0.132440339E-05   0.267341542E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.129594595E-05  -0.129594595E-05   0.268084742E-02 
  0.821419165E+00   0.499537586E-01   0.499537586E-01   0.912715727E-01  -0.318638699E-03  -0.318638699E-03  -0.484517201E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.131723069E-05  -0.131723069E-05   0.267348889E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.128926693E-05  -0.128926692E-05   0.268091957E-02 
  0.824018593E+00   0.499529282E-01   0.499529282E-01   0.911456200E-01  -0.320321785E-03  -0.320321785E-03  -0.484596460E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.130893502E-05  -0.130893502E-05   0.267356960E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.128150120E-05  -0.128150120E-05   0.268099884E-02 
  0.826618020E+00   0.499520934E-01   0.499520934E-01   0.910196469E-01  -0.321993399E-03  -0.321993399E-03  -0.484674557E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.129961681E-05  -0.129961681E-05   0.267365962E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.127276659E-05  -0.127276658E-05   0.268108734E-02 
  0.829217448E+00   0.499512542E-01   0.499512542E-01   0.908936537E-01  -0.323652456E-03  -0.323652456E-03  -0.484751381E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.128939792E-05  -0.128939792E-05   0.267375827E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.126320553E-05  -0.126320553E-05   0.268118427E-02 
  0.831816876E+00   0.499504108E-01   0.499504108E-01   0.907676406E-01  -0.325297986E-03  -0.325297986E-03  -0.484826797E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.127834428E-05  -0.127834428E-05   0.267386741E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.125290555E-05  -0.125290555E-05   0.268129150E-02 
  0.834416304E+00   0.499495631E-01   0.499495631E-01   0.906416082E-01  -0.326928927E-03  -0.326928927E-03  -0.484900674E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.126636830E-05  -0.126636830E-05   0.267398680E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.124179800E-05  -0.124179800E-05   0.268140862E-02 
  0.837015731E+00   0.499487112E-01   0.499487112E-01   0.905155568E-01  -0.328543928E-03  -0.328543927E-03  -0.484972853E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.125323003E-05  -0.125323003E-05   0.267411875E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.122966098E-05  -0.122966097E-05   0.268153798E-02 
  0.839615159E+00   0.499478551E-01   0.499478551E-01   0.903894868E-01  -0.330141077E-03  -0.330141077E-03  -0.485043165E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.123848794E-05  -0.123848794E-05   0.267426396E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.121606935E-05  -0.121606935E-05   0.268168007E-02 
  0.842214587E+00   0.499469949E-01   0.499469949E-01   0.902633988E-01  -0.331717779E-03  -0.331717779E-03  -0.485111403E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.122159631E-05  -0.122159630E-05   0.267442558E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.120050014E-05  -0.120050013E-05   0.268183804E-02 
  0.844814014E+00   0.499461306E-01   0.499461306E-01   0.901372934E-01  -0.333270700E-03  -0.333270700E-03  -0.485177332E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.120195944E-05  -0.120195944E-05   0.267460575E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.118239330E-05  -0.118239330E-05   0.268201381E-02 
  0.847413442E+00   0.499452623E-01   0.499452623E-01   0.900111712E-01  -0.334795804E-03  -0.334795804E-03  -0.485240660E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.117898407E-05  -0.117898406E-05   0.267480903E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.116121399E-05  -0.116121398E-05   0.268221186E-02 
  0.850012870E+00   0.499443901E-01   0.499443901E-01   0.898850329E-01  -0.336288781E-03  -0.336288781E-03  -0.485301069E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.115321818E-05  -0.115321818E-05   0.267503518E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.113675202E-05  -0.113675202E-05   0.268243407E-02 
  0.852612298E+00   0.499435141E-01   0.499435141E-01   0.897588793E-01  -0.337747504E-03  -0.337747504E-03  -0.485358473E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.112662865E-05  -0.112662864E-05   0.267526759E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.111067132E-05  -0.111067132E-05   0.268266292E-02 
  0.855211725E+00   0.499426343E-01   0.499426343E-01   0.896327112E-01  -0.339171519E-03  -0.339171519E-03  -0.485413004E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.109999630E-05  -0.109999631E-05   0.267548798E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.108424465E-05  -0.108424465E-05   0.268288171E-02 
  0.857811153E+00   0.499417508E-01   0.499417508E-01   0.895065292E-01  -0.340561262E-03  -0.340561262E-03  -0.485464798E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.107391080E-05  -0.107391079E-05   0.267569648E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.105814946E-05  -0.105814945E-05   0.268309005E-02 
  0.860410581E+00   0.499408638E-01   0.499408638E-01   0.893803341E-01  -0.341917693E-03  -0.341917693E-03  -0.485514010E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.104871220E-05  -0.104871220E-05   0.267589226E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.103278610E-05  -0.103278610E-05   0.268328664E-02 
  0.863010009E+00   0.499399733E-01   0.499399733E-01   0.892541265E-01  -0.343242176E-03  -0.343242176E-03  -0.485560784E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.102466058E-05  -0.102466058E-05   0.267607635E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.100846086E-05  -0.100846086E-05   0.268347227E-02 
  0.865609436E+00   0.499390794E-01   0.499390794E-01   0.891279071E-01  -0.344535803E-03  -0.344535803E-03  -0.485605276E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.100153372E-05  -0.100153372E-05   0.267624813E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.984967264E-06  -0.984967265E-06   0.268364605E-02 
  0.868208864E+00   0.499381822E-01   0.499381822E-01   0.890016764E-01  -0.345799569E-03  -0.345799569E-03  -0.485647623E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.979239997E-06  -0.979239992E-06   0.267640909E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.962230677E-06  -0.962230672E-06   0.268380935E-02 
