Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz                Fx                Fy                Fz               RFx               RFy               RFz               Fxa               Fya               Fza
  0.260982545E+01   0.487963214E-01   0.487971512E-01   0.787932559E-02  -0.627711799E-03  -0.627374987E-03  -0.768491887E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.204831573E-05   0.204628322E-05   0.424719148E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.212142188E-05   0.211931514E-05   0.327533673E-03 
  0.261242488E+01   0.487946938E-01   0.487955245E-01   0.785559987E-02  -0.624602383E-03  -0.624266459E-03  -0.105287207E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.228380526E-05   0.228314466E-05   0.612116013E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.236750849E-05   0.236683221E-05   0.521763959E-03 
  0.261502430E+01   0.487930745E-01   0.487939060E-01   0.782480220E-02  -0.621374726E-03  -0.621041596E-03  -0.131292445E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.236946595E-05   0.236741590E-05   0.790300121E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.245753733E-05   0.245540929E-05   0.706995679E-03 
  0.261762373E+01   0.487914638E-01   0.487922961E-01   0.778753506E-02  -0.617962995E-03  -0.617630721E-03  -0.155093580E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.250402772E-05   0.250338565E-05   0.951382755E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.259769076E-05   0.259703926E-05   0.874816074E-03 
  0.262022316E+01   0.487898619E-01   0.487906951E-01   0.774435916E-02  -0.614581544E-03  -0.614251880E-03  -0.176784779E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.248203677E-05   0.248012216E-05   0.110531986E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.257463565E-05   0.257264864E-05   0.103546651E-02 
  0.262282259E+01   0.487882682E-01   0.487891023E-01   0.769579972E-02  -0.611617837E-03  -0.611288945E-03  -0.196543250E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.217764404E-05   0.217705805E-05   0.124611905E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.225656537E-05   0.225597729E-05   0.118262437E-02 
  0.262542201E+01   0.487866825E-01   0.487875175E-01   0.764234747E-02  -0.608430254E-03  -0.608104048E-03  -0.214458266E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.234218898E-05   0.234021903E-05   0.138025267E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.242702427E-05   0.242497984E-05   0.132298497E-02 
  0.262802144E+01   0.487851062E-01   0.487859420E-01   0.758445098E-02  -0.604474571E-03  -0.604149164E-03  -0.230762490E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.290340954E-05   0.290279989E-05   0.149732650E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.301185597E-05   0.301124698E-05   0.144563058E-02 
  0.263062087E+01   0.487835402E-01   0.487843769E-01   0.752251913E-02  -0.600410773E-03  -0.600088085E-03  -0.245530853E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.298281944E-05   0.298082538E-05   0.160885497E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.309417412E-05   0.309210453E-05   0.156257101E-02 
  0.263322030E+01   0.487819844E-01   0.487828219E-01   0.753634347E-02  -0.596699591E-03  -0.596377818E-03   0.235154992E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.266684581E-05   0.266620580E-05  -0.169358229E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.282569298E-05   0.282499583E-05  -0.408146527E-03 
  0.263581973E+01   0.487804376E-01   0.487812759E-01   0.759023163E-02  -0.593511303E-03  -0.593192261E-03   0.180372140E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.226315360E-05   0.226120871E-05  -0.128484666E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.242756094E-05   0.242548195E-05  -0.148413073E-02 
  0.263841915E+01   0.487788982E-01   0.487797374E-01   0.763054158E-02  -0.590908859E-03  -0.590590533E-03   0.130572377E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.185180158E-05   0.185130583E-05  -0.929813253E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.198150043E-05   0.198095490E-05  -0.110471857E-02 
  0.264101858E+01   0.487773656E-01   0.487782056E-01   0.765848524E-02  -0.588349278E-03  -0.588033420E-03   0.851300667E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.182850747E-05   0.182674005E-05  -0.618914929E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.194886360E-05   0.194698487E-05  -0.772942310E-03 
  0.264361801E+01   0.487758400E-01   0.487766807E-01   0.767513324E-02  -0.585540826E-03  -0.585225453E-03   0.435793650E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.201350534E-05   0.201316377E-05  -0.341010211E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.213835455E-05   0.213798487E-05  -0.476635328E-03 
  0.264621744E+01   0.487743214E-01   0.487751630E-01   0.768143644E-02  -0.582857210E-03  -0.582544144E-03   0.546274155E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.192584961E-05   0.192419321E-05  -0.959012431E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.204330456E-05   0.204154815E-05  -0.215164728E-03 
  0.264881686E+01   0.487728099E-01   0.487736523E-01   0.767824114E-02  -0.580191776E-03  -0.579879158E-03  -0.295664842E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.195962858E-05   0.195929853E-05   0.126354085E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.202946002E-05   0.202911901E-05   0.199096263E-04 
  0.265141629E+01   0.487713062E-01   0.487721495E-01   0.766630634E-02  -0.576736707E-03  -0.576426393E-03  -0.618049412E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.254058015E-05   0.253888576E-05   0.333028653E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.263068873E-05   0.262893411E-05   0.232398654E-03 
  0.265401572E+01   0.487698123E-01   0.487706563E-01   0.764633974E-02  -0.572776000E-03  -0.572466186E-03  -0.913930881E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.290763635E-05   0.290726252E-05   0.528044730E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.301568083E-05   0.301530051E-05   0.434193175E-03 
  0.265661515E+01   0.487683282E-01   0.487691730E-01   0.761901063E-02  -0.569100642E-03  -0.568793352E-03  -0.118483685E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.269733323E-05   0.269548148E-05   0.711150682E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.279841590E-05   0.279649389E-05   0.624356527E-03 
  0.265921457E+01   0.487668532E-01   0.487676989E-01   0.758495161E-02  -0.565792024E-03  -0.565485350E-03  -0.143205039E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.242908805E-05   0.242862393E-05   0.884413231E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.251918132E-05   0.251871227E-05   0.804750667E-03 
  0.266181400E+01   0.487653865E-01   0.487662329E-01   0.754475165E-02  -0.562759505E-03  -0.562455422E-03  -0.165762932E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.222786915E-05   0.222596931E-05   0.104232128E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.230895871E-05   0.230698584E-05   0.969476426E-03 
  0.266441343E+01   0.487639275E-01   0.487647747E-01   0.749897825E-02  -0.559858204E-03  -0.559554839E-03  -0.141650464E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.213064913E-05   0.213010653E-05   0.296547298E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.220904962E-05   0.220850273E-05   0.112349280E-02 
  0.266701286E+01   0.487624763E-01   0.487633243E-01   0.754093770E-02  -0.556713066E-03  -0.556412355E-03   0.146731540E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.224689126E-05   0.224499109E-05  -0.103766696E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.239470656E-05   0.239268621E-05  -0.111964662E-02 
  0.266961229E+01   0.487610332E-01   0.487618819E-01   0.757289554E-02  -0.553713761E-03  -0.553413572E-03   0.998876204E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.214310563E-05   0.214274467E-05  -0.718751435E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.228366988E-05   0.228327257E-05  -0.879660716E-03 
  0.267221171E+01   0.487595970E-01   0.487604466E-01   0.759323153E-02  -0.551289661E-03  -0.550991805E-03   0.572220976E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.173594948E-05   0.173427625E-05  -0.420448465E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.184570877E-05   0.184393271E-05  -0.561517771E-03 
  0.267481114E+01   0.487581673E-01   0.487590177E-01   0.760294024E-02  -0.548767444E-03  -0.548469934E-03   0.180459559E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.180996530E-05   0.180972002E-05  -0.171298327E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.192041537E-05   0.192015109E-05  -0.295836411E-03 
  0.267741057E+01   0.487567440E-01   0.487575951E-01   0.760290063E-02  -0.546359598E-03  -0.546064295E-03  -0.178545939E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.175324068E-05   0.175163409E-05   0.624877955E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.183333287E-05   0.183165332E-05  -0.464329612E-04 
  0.268001000E+01   0.487553264E-01   0.487561783E-01   0.759388893E-02  -0.544386662E-03  -0.544091697E-03  -0.510167441E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.145295372E-05   0.145270166E-05   0.264933991E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.150219273E-05   0.150193501E-05   0.162068686E-03 
  0.268260942E+01   0.487539138E-01   0.487547665E-01   0.757663060E-02  -0.542464456E-03  -0.542171788E-03  -0.813346732E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.141366231E-05   0.141197614E-05   0.474544647E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.146356702E-05   0.146181851E-05   0.378627591E-03 
  0.268520885E+01   0.487525073E-01   0.487533606E-01   0.755181160E-02  -0.539796536E-03  -0.539504121E-03  -0.109218535E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.196006879E-05   0.195987350E-05   0.653143540E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.203135346E-05   0.203116017E-05   0.563957363E-03 
  0.268780828E+01   0.487511080E-01   0.487519621E-01   0.752007592E-02  -0.536857379E-03  -0.536567176E-03  -0.134585197E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.215828209E-05   0.215665956E-05   0.837339991E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.223787332E-05   0.223618930E-05   0.755616891E-03 
  0.269040771E+01   0.487497164E-01   0.487505713E-01   0.751378197E-02  -0.533878690E-03  -0.533588720E-03   0.139324144E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.216475585E-05   0.216459229E-05  -0.993177284E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.226797257E-05   0.226779525E-05   0.120566477E-03 
  0.269300714E+01   0.487483328E-01   0.487491884E-01   0.754392756E-02  -0.530731058E-03  -0.530443252E-03   0.933332359E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.225133245E-05   0.224978303E-05  -0.657796832E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.239660637E-05   0.239495817E-05  -0.814712477E-03 
  0.269560656E+01   0.487469575E-01   0.487478139E-01   0.756262739E-02  -0.527467100E-03  -0.527179314E-03   0.511772782E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.234114595E-05   0.234114000E-05  -0.383982901E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.248517593E-05   0.248516140E-05  -0.522719499E-03 
  0.269820599E+01   0.487455905E-01   0.487464476E-01   0.757085387E-02  -0.524358023E-03  -0.524072213E-03   0.126720689E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.223217141E-05   0.223075209E-05  -0.123377087E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.236725056E-05   0.236574546E-05  -0.244751641E-03 
  0.270080542E+01   0.487442316E-01   0.487450895E-01   0.756946663E-02  -0.521255149E-03  -0.520969321E-03  -0.228560857E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.227068717E-05   0.227070047E-05   0.897847257E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.236252683E-05   0.236254081E-05  -0.180788069E-04 
  0.270340485E+01   0.487428800E-01   0.487437387E-01   0.755923179E-02  -0.518655209E-03  -0.518371414E-03  -0.554315849E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.191250380E-05   0.191100876E-05   0.308331009E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.197959324E-05   0.197804551E-05   0.206736278E-03 
  0.270600427E+01   0.487415348E-01   0.487423942E-01   0.754086773E-02  -0.516375047E-03  -0.516091475E-03  -0.854308273E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.167585530E-05   0.167568523E-05   0.497999923E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.173611476E-05   0.173594495E-05   0.402892382E-03 
  0.270860370E+01   0.487401961E-01   0.487410562E-01   0.751505492E-02  -0.513668874E-03  -0.513387648E-03  -0.112775632E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.198751552E-05   0.198579444E-05   0.692664290E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.206047958E-05   0.205869301E-05   0.605001170E-03 
  0.271120313E+01   0.487388651E-01   0.487397260E-01   0.751339545E-02  -0.510421543E-03  -0.510140545E-03   0.113290445E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.235633228E-05   0.235617254E-05  -0.808263550E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.247251660E-05   0.247234259E-05   0.126979259E-05 
  0.271380256E+01   0.487375422E-01   0.487384038E-01   0.753707688E-02  -0.507489266E-03  -0.507210572E-03   0.695821565E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.210006274E-05   0.209841107E-05  -0.494799129E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.223263482E-05   0.223088107E-05  -0.640913919E-03 
  0.271640198E+01   0.487362265E-01   0.487370888E-01   0.754987381E-02  -0.504869350E-03  -0.504590917E-03   0.294674619E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.187979912E-05   0.187961588E-05  -0.238186116E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.199480314E-05   0.199460393E-05  -0.367297800E-03 
  0.271900141E+01   0.487349173E-01   0.487357803E-01   0.755269458E-02  -0.502484027E-03  -0.502207886E-03  -0.724958324E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.170808501E-05   0.170644340E-05   0.380956319E-05   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.181618393E-05   0.181443912E-05  -0.108600887E-03 
  0.272160084E+01   0.487336143E-01   0.487344781E-01   0.754634144E-02  -0.500043188E-03  -0.499767342E-03  -0.411599525E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.179989024E-05   0.179967140E-05   0.209590918E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.185845345E-05   0.185822933E-05   0.105099318E-03 
  0.272420027E+01   0.487323177E-01   0.487331821E-01   0.753154981E-02  -0.497633481E-03  -0.497359966E-03  -0.722039596E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.177120784E-05   0.176949537E-05   0.421214688E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.183475077E-05   0.183297528E-05   0.323344032E-03 
  0.272679970E+01   0.487310272E-01   0.487318923E-01   0.750901509E-02  -0.495292289E-03  -0.495019000E-03  -0.100765159E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.172016292E-05   0.171999022E-05   0.603552350E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.178258217E-05   0.178241073E-05   0.512384944E-03 
  0.272939912E+01   0.487297428E-01   0.487306086E-01   0.751565912E-02  -0.492998176E-03  -0.492727274E-03   0.918803952E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.165522796E-05   0.165350189E-05  -0.645446564E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.174673731E-05   0.174491936E-05  -0.195999719E-03 
  0.273199855E+01   0.487284646E-01   0.487293312E-01   0.753400508E-02  -0.490440306E-03  -0.490169635E-03   0.499037945E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.183370312E-05   0.183354384E-05  -0.371118177E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.194756124E-05   0.194738537E-05  -0.509063263E-03 
  0.273459798E+01   0.487271929E-01   0.487280601E-01   0.754192144E-02  -0.488080634E-03  -0.487812208E-03   0.115562468E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.169347066E-05   0.169185890E-05  -0.112087648E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.179665318E-05   0.179494440E-05  -0.232747297E-03 
  0.273719741E+01   0.487259270E-01   0.487267950E-01   0.754026441E-02  -0.485908060E-03  -0.485639782E-03  -0.238183938E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.159258297E-05   0.159247327E-05   0.101113236E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.165419756E-05   0.165408394E-05  -0.639024914E-05 
  0.273979683E+01   0.487246666E-01   0.487255352E-01   0.752980207E-02  -0.483918096E-03  -0.483652079E-03  -0.562211829E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.146429292E-05   0.146263123E-05   0.321113788E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.151515780E-05   0.151343685E-05   0.219886411E-03 
  0.274239626E+01   0.487234108E-01   0.487242802E-01   0.751125314E-02  -0.482277339E-03  -0.482011529E-03  -0.860654145E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.120733450E-05   0.120717641E-05   0.509413931E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.124927151E-05   0.124911369E-05   0.414694900E-03 
  0.274499569E+01   0.487221589E-01   0.487230289E-01   0.751091181E-02  -0.480948594E-03  -0.480685212E-03   0.863358526E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.960786105E-06   0.959024665E-06  -0.603589035E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.101170571E-05   0.100985756E-05  -0.157823717E-04 
  0.274759512E+01   0.487209111E-01   0.487217818E-01   0.752788809E-02  -0.479175183E-03  -0.478911990E-03   0.448984333E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.126977192E-05   0.126964210E-05  -0.332601383E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.135027465E-05   0.135013080E-05  -0.468010011E-03 
  0.275019455E+01   0.487196680E-01   0.487205394E-01   0.753456570E-02  -0.477294336E-03  -0.477033329E-03   0.702039156E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.134897372E-05   0.134740409E-05  -0.786237687E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.143207645E-05   0.143041177E-05  -0.196999128E-03 
  0.275279397E+01   0.487184299E-01   0.487193019E-01   0.753178673E-02  -0.475352292E-03  -0.475091293E-03  -0.279208498E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.142876895E-05   0.142876224E-05   0.133116376E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.147867125E-05   0.147866505E-05   0.266087489E-04 
  0.275539340E+01   0.487171972E-01   0.487180700E-01   0.752031052E-02  -0.473061205E-03  -0.472802307E-03  -0.599236143E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.168479021E-05   0.168324652E-05   0.350622704E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.174443295E-05   0.174283370E-05   0.250344283E-03 
  0.275799283E+01   0.487159707E-01   0.487168441E-01   0.750084832E-02  -0.470647845E-03  -0.470388901E-03  -0.893941315E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.177283030E-05   0.177285692E-05   0.536857288E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.183753148E-05   0.183756592E-05   0.443149497E-03 
  0.276059226E+01   0.487147500E-01   0.487156241E-01   0.751822213E-02  -0.468624361E-03  -0.468367625E-03   0.624213801E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.145294167E-05   0.145135286E-05  -0.435845148E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.154068020E-05   0.153899888E-05  -0.455445571E-03 
  0.276319168E+01   0.487135349E-01   0.487144096E-01   0.752924736E-02  -0.466315737E-03  -0.466058968E-03   0.229822477E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.165696920E-05   0.165699706E-05  -0.189934283E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.175778543E-05   0.175781081E-05  -0.315860514E-03 
  0.276579111E+01   0.487123258E-01   0.487132013E-01   0.753046476E-02  -0.463970711E-03  -0.463715960E-03  -0.131147787E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.170243955E-05   0.170097432E-05   0.483255135E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.178550202E-05   0.178396558E-05  -0.613926794E-04 
  0.276839054E+01   0.487111226E-01   0.487119987E-01   0.752265840E-02  -0.461793884E-03  -0.461539073E-03  -0.464803198E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.160323597E-05   0.160327763E-05   0.249983273E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.165743560E-05   0.165748120E-05   0.146582510E-03 
  0.277098997E+01   0.487099251E-01   0.487108018E-01   0.750656101E-02  -0.459627800E-03  -0.459375168E-03  -0.769368231E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.159172902E-05   0.159012898E-05   0.464437043E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.164925556E-05   0.164759612E-05   0.368076553E-03 
  0.277358940E+01   0.487087336E-01   0.487096110E-01   0.751231676E-02  -0.457119249E-03  -0.456866591E-03   0.670482635E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.181257104E-05   0.181259572E-05  -0.479277527E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.191000999E-05   0.191002976E-05  -0.176408268E-03 
  0.277618882E+01   0.487075487E-01   0.487084268E-01   0.752451746E-02  -0.454592469E-03  -0.454341959E-03   0.274039133E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.181384644E-05   0.181230348E-05  -0.204578218E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.192388921E-05   0.192225364E-05  -0.331485790E-03 
  0.277878825E+01   0.487063709E-01   0.487072496E-01   0.752682379E-02  -0.451696855E-03  -0.451446237E-03  -0.914788286E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.208344044E-05   0.208351969E-05   0.155968739E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.220471924E-05   0.220480211E-05  -0.960188334E-04 
  0.278138768E+01   0.487052005E-01   0.487060798E-01   0.752002790E-02  -0.448869038E-03  -0.448620504E-03  -0.426712573E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.208257260E-05   0.208103784E-05   0.238302029E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.215309867E-05   0.215151185E-05   0.134565087E-03 
  0.278398711E+01   0.487040369E-01   0.487049169E-01   0.750486221E-02  -0.446419301E-03  -0.446170765E-03  -0.735722375E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.180005547E-05   0.180005211E-05   0.431752332E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.186522957E-05   0.186523101E-05   0.334234097E-03 
  0.278658653E+01   0.487028794E-01   0.487037601E-01   0.751235012E-02  -0.444146206E-03  -0.443899961E-03   0.579834137E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.163847020E-05   0.163681656E-05  -0.405346155E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.173073334E-05   0.172898886E-05  -0.206337848E-03 
  0.278918596E+01   0.487017281E-01   0.487026094E-01   0.752227512E-02  -0.441709091E-03  -0.441462879E-03   0.189463220E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.174963738E-05   0.174961712E-05  -0.161240840E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.185561880E-05   0.185559387E-05  -0.285249145E-03 
  0.279178539E+01   0.487005830E-01   0.487014649E-01   0.752249147E-02  -0.439422095E-03  -0.439178066E-03  -0.167882975E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.166937287E-05   0.166777954E-05   0.747176171E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.174131763E-05   0.173965584E-05  -0.337990393E-04 
  0.279438482E+01   0.486994440E-01   0.487003265E-01   0.751377525E-02  -0.436959505E-03  -0.436715449E-03  -0.498104964E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.181263695E-05   0.181265384E-05   0.275380599E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.187501548E-05   0.187503562E-05   0.172724579E-03 
  0.279698424E+01   0.486983110E-01   0.486991942E-01   0.750124093E-02  -0.434799856E-03  -0.434558072E-03   0.770839494E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.159071544E-05   0.158904279E-05  -0.536160614E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.164435589E-05   0.164262579E-05   0.292047596E-03 
  0.279958367E+01   0.486971832E-01   0.486980670E-01   0.751592748E-02  -0.432971742E-03  -0.432730022E-03   0.365144717E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.131055450E-05   0.131051334E-05  -0.270612478E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.139192501E-05   0.139187654E-05  -0.401924966E-03 
  0.280218310E+01   0.486960602E-01   0.486969446E-01   0.752052582E-02  -0.431112504E-03  -0.430872997E-03  -0.610395627E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.133202524E-05   0.133043841E-05  -0.250465277E-04   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.141562365E-05   0.141393835E-05  -0.139652456E-03 
  0.280478253E+01   0.486949425E-01   0.486958275E-01   0.751584998E-02  -0.428844957E-03  -0.428605337E-03  -0.348910138E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.167251712E-05   0.167259888E-05   0.182126558E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.172650940E-05   0.172659518E-05   0.769085765E-04 
  0.280738196E+01   0.486938308E-01   0.486947165E-01   0.750264042E-02  -0.426505783E-03  -0.426268282E-03  -0.662963534E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.171935881E-05   0.171780233E-05   0.394639397E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.178104639E-05   0.177943294E-05   0.295832189E-03 
  0.280998138E+01   0.486927252E-01   0.486936115E-01   0.751182813E-02  -0.424184573E-03  -0.423946904E-03   0.448558578E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.167186507E-05   0.167199210E-05  -0.324095918E-03   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.176736800E-05   0.176749679E-05  -0.254463949E-03 
